support_success,pattern,support_failure,ratio
18.0,"[14, 10, 18]",0.0,19.0
18.0,"[29, 50, 69]",0.0,19.0
18.0,"[20, 29, 42]",0.0,19.0
18.0,"[25, 6, 7]",0.0,19.0
18.0,"[20, 29, 58]",0.0,19.0
18.0,"[42, 3, 63]",0.0,19.0
18.0,"[26, 3]",0.0,19.0
18.0,"[29, 11, 33]",0.0,19.0
18.0,"[51, 59, 69]",0.0,19.0
18.0,"[29, 51, 48]",0.0,19.0
18.0,"[10, 29, 7]",0.0,19.0
18.0,"[25, 54, 35]",0.0,19.0
18.0,"[51, 63, 20]",0.0,19.0
18.0,"[42, 3, 8]",0.0,19.0
18.0,"[10, 3, 29]",0.0,19.0
18.0,"[16, 3, 10]",0.0,19.0
18.0,"[43, 14, 68]",0.0,19.0
18.0,"[25, 8, 49]",0.0,19.0
18.0,"[43, 16, 20]",0.0,19.0
18.0,"[14, 0, 8]",0.0,19.0
18.0,"[14, 68, 4]",0.0,19.0
18.0,"[43, 18, 18]",0.0,19.0
18.0,"[29, 13, 29]",0.0,19.0
18.0,"[42, 31, 3]",0.0,19.0
18.0,"[51, 59, 33]",0.0,19.0
18.0,"[42, 65, 58]",0.0,19.0
18.0,"[10, 32, 25]",0.0,19.0
18.0,"[42, 6, 14]",0.0,19.0
18.0,"[9, 37, 17]",0.0,19.0
18.0,"[20, 3, 6]",0.0,19.0
18.0,"[10, 63, 48]",0.0,19.0
18.0,"[14, 11, 54]",0.0,19.0
18.0,"[10, 25, 8]",0.0,19.0
18.0,"[16, 27, 50]",0.0,19.0
18.0,"[0, 20, 42]",0.0,19.0
18.0,"[70, 42, 63]",0.0,19.0
18.0,"[9, 3, 27]",0.0,19.0
18.0,"[10, 65]",0.0,19.0
18.0,"[54, 10, 49]",0.0,19.0
18.0,"[42, 25, 7]",0.0,19.0
18.0,"[33, 55, 4]",0.0,19.0
18.0,"[34, 51, 53]",0.0,19.0
18.0,"[34, 51, 49]",0.0,19.0
18.0,"[10, 65, 70]",0.0,19.0
18.0,"[28, 55, 54]",0.0,19.0
18.0,"[29, 55, 48]",0.0,19.0
18.0,"[14, 9, 25]",0.0,19.0
18.0,"[20, 35, 37]",0.0,19.0
18.0,"[34, 51, 33]",0.0,19.0
18.0,"[42, 26, 3]",0.0,19.0
18.0,"[20, 35, 34]",0.0,19.0
18.0,"[42, 63, 28]",0.0,19.0
18.0,"[54, 0, 42]",0.0,19.0
18.0,"[54, 0, 37]",0.0,19.0
18.0,"[9, 70, 4]",0.0,19.0
18.0,"[70, 42, 9]",0.0,19.0
18.0,"[70, 43, 0]",0.0,19.0
18.0,"[9, 3, 55]",0.0,19.0
18.0,"[70, 43, 25]",0.0,19.0
18.0,"[70, 43, 33]",0.0,19.0
18.0,"[28, 55, 33]",0.0,19.0
18.0,"[14, 14, 42]",0.0,19.0
18.0,"[16, 27, 42]",0.0,19.0
18.0,"[54, 17, 35]",0.0,19.0
18.0,"[14, 14, 32]",0.0,19.0
18.0,"[70, 43, 27]",0.0,19.0
18.0,"[51, 37, 13]",0.0,19.0
18.0,"[29, 56, 63]",0.0,19.0
18.0,"[26, 49, 29]",0.0,19.0
18.0,"[14, 14, 25]",0.0,19.0
18.0,"[70, 43, 13]",0.0,19.0
18.0,"[14, 14, 20]",0.0,19.0
18.0,"[14, 9, 54]",0.0,19.0
18.0,"[14, 9, 48]",0.0,19.0
18.0,"[9, 29, 63]",0.0,19.0
18.0,"[7, 25, 25]",0.0,19.0
18.0,"[7, 25, 27]",0.0,19.0
18.0,"[9, 70, 63]",0.0,19.0
18.0,"[7, 26, 0]",0.0,19.0
18.0,"[25, 60, 50]",0.0,19.0
18.0,"[14, 63, 48]",0.0,19.0
18.0,"[20, 35, 33]",0.0,19.0
18.0,"[10, 26, 54]",0.0,19.0
18.0,"[51, 43, 26]",0.0,19.0
18.0,"[28, 70, 7]",0.0,19.0
18.0,"[28, 7, 70]",0.0,19.0
18.0,"[29, 55, 20]",0.0,19.0
18.0,"[28, 70, 36]",0.0,19.0
18.0,"[16, 48, 35]",0.0,19.0
18.0,"[51, 55, 4]",0.0,19.0
18.0,"[26, 42]",0.0,19.0
18.0,"[42, 65, 28]",0.0,19.0
18.0,"[70, 31, 3]",0.0,19.0
18.0,"[14, 12, 20]",0.0,19.0
18.0,"[70, 31, 37]",0.0,19.0
18.0,"[33, 6, 13]",0.0,19.0
18.0,"[42, 26, 42]",0.0,19.0
18.0,"[28, 7]",0.0,19.0
18.0,"[51, 63, 69]",0.0,19.0
18.0,"[29, 54, 50]",0.0,19.0
18.0,"[51, 56, 63]",0.0,19.0
18.0,"[42, 65, 32]",0.0,19.0
18.0,"[0, 18, 28]",0.0,19.0
18.0,"[14, 11, 69]",0.0,19.0
18.0,"[14, 11, 58]",0.0,19.0
18.0,"[29, 54, 42]",0.0,19.0
18.0,"[28, 8, 3]",0.0,19.0
18.0,"[51, 55, 25]",0.0,19.0
18.0,"[34, 42, 20]",0.0,19.0
18.0,"[14, 68, 18]",0.0,19.0
18.0,"[34, 42, 49]",0.0,19.0
18.0,"[20, 34, 6]",0.0,19.0
18.0,"[20, 34, 55]",0.0,19.0
18.0,"[28, 58, 27]",0.0,19.0
18.0,"[25, 7, 70]",0.0,19.0
18.0,"[34, 51, 28]",0.0,19.0
18.0,"[51, 43, 58]",0.0,19.0
18.0,"[9, 70, 35]",0.0,19.0
18.0,"[25, 51, 48]",0.0,19.0
18.0,"[25, 7]",0.0,19.0
18.0,"[70, 37, 13]",0.0,19.0
18.0,"[70, 35, 8]",0.0,19.0
18.0,"[34, 49, 4]",0.0,19.0
18.0,"[34, 49, 32]",0.0,19.0
18.0,"[54, 0, 26]",0.0,19.0
18.0,"[70, 35, 63]",0.0,19.0
18.0,"[25, 60, 26]",0.0,19.0
18.0,"[7, 26, 69]",0.0,19.0
18.0,"[51, 49, 51]",0.0,19.0
18.0,"[20, 33, 55]",0.0,19.0
18.0,"[28, 6, 7]",0.0,19.0
18.0,"[20, 33, 37]",0.0,19.0
18.0,"[43, 12, 8]",0.0,19.0
18.0,"[25, 6, 26]",0.0,19.0
18.0,"[70, 26, 42]",0.0,19.0
18.0,"[53, 50, 20]",0.0,19.0
18.0,"[42, 58, 13]",0.0,19.0
18.0,"[42, 56, 63]",0.0,19.0
18.0,"[26, 17, 56]",0.0,19.0
18.0,"[34, 29, 50]",0.0,19.0
18.0,"[26, 27, 55]",0.0,19.0
18.0,"[53, 20, 13]",0.0,19.0
18.0,"[25, 56, 49]",0.0,19.0
18.0,"[29, 29, 63]",0.0,19.0
18.0,"[0, 11, 17]",0.0,19.0
18.0,"[42, 49, 51]",0.0,19.0
18.0,"[10, 53, 69]",0.0,19.0
18.0,"[0, 11, 0]",0.0,19.0
18.0,"[53, 26, 34]",0.0,19.0
18.0,"[13, 70, 43]",0.0,19.0
18.0,"[14, 70, 31]",0.0,19.0
18.0,"[34, 27, 51]",0.0,19.0
18.0,"[29, 3, 25]",0.0,19.0
18.0,"[53, 26, 42]",0.0,19.0
18.0,"[18, 9, 63]",0.0,19.0
18.0,"[26, 27, 25]",0.0,19.0
18.0,"[10, 54, 26]",0.0,19.0
18.0,"[34, 27, 1]",0.0,19.0
18.0,"[26, 25, 6]",0.0,19.0
18.0,"[70, 1, 17]",0.0,19.0
18.0,"[53, 55, 25]",0.0,19.0
18.0,"[42, 49, 32]",0.0,19.0
18.0,"[53, 55, 4]",0.0,19.0
18.0,"[9, 69, 20]",0.0,19.0
18.0,"[26, 17, 49]",0.0,19.0
18.0,"[70, 11, 54]",0.0,19.0
18.0,"[53, 14, 42]",0.0,19.0
18.0,"[42, 58, 32]",0.0,19.0
18.0,"[70, 11, 33]",0.0,19.0
18.0,"[9, 48, 55]",0.0,19.0
18.0,"[70, 11, 17]",0.0,19.0
18.0,"[70, 11, 0]",0.0,19.0
18.0,"[20, 18, 58]",0.0,19.0
18.0,"[70, 1, 69]",0.0,19.0
18.0,"[42, 68, 13]",0.0,19.0
18.0,"[70, 1, 48]",0.0,19.0
18.0,"[7, 4, 25]",0.0,19.0
18.0,"[9, 49, 17]",0.0,19.0
18.0,"[34, 29, 60]",0.0,19.0
18.0,"[7, 4, 28]",0.0,19.0
18.0,"[29, 4, 53]",0.0,19.0
18.0,"[34, 29, 53]",0.0,19.0
18.0,"[26, 28, 54]",0.0,19.0
18.0,"[10, 50, 17]",0.0,19.0
18.0,"[29, 4, 42]",0.0,19.0
18.0,"[0, 10, 63]",0.0,19.0
18.0,"[7, 70, 35]",0.0,19.0
18.0,"[33, 7, 48]",0.0,19.0
18.0,"[29, 37, 42]",0.0,19.0
18.0,"[53, 31, 56]",0.0,19.0
18.0,"[29, 33, 13]",0.0,19.0
18.0,"[53, 31, 58]",0.0,19.0
18.0,"[7, 58, 6]",0.0,19.0
18.0,"[34, 17, 50]",0.0,19.0
18.0,"[53, 31, 8]",0.0,19.0
18.0,"[29, 33, 18]",0.0,19.0
18.0,"[9, 63, 48]",0.0,19.0
18.0,"[29, 33, 51]",0.0,19.0
18.0,"[7, 49, 29]",0.0,19.0
18.0,"[29, 33, 8]",0.0,19.0
18.0,"[7, 58, 26]",0.0,19.0
18.0,"[7, 58, 20]",0.0,19.0
18.0,"[42, 55, 4]",0.0,19.0
18.0,"[53, 35, 13]",0.0,19.0
18.0,"[10, 56, 63]",0.0,19.0
18.0,"[7, 56, 33]",0.0,19.0
18.0,"[13, 69, 63]",0.0,19.0
18.0,"[29, 35, 13]",0.0,19.0
18.0,"[42, 68, 55]",0.0,19.0
18.0,"[9, 63, 70]",0.0,19.0
18.0,"[9, 63]",0.0,19.0
18.0,"[7, 54, 28]",0.0,19.0
18.0,"[53, 31, 55]",0.0,19.0
18.0,"[34, 12, 25]",0.0,19.0
18.0,"[53, 43, 69]",0.0,19.0
18.0,"[34, 17, 60]",0.0,19.0
18.0,"[53, 49, 51]",0.0,19.0
18.0,"[53, 49, 32]",0.0,19.0
18.0,"[7, 69, 55]",0.0,19.0
18.0,"[42, 53, 63]",0.0,19.0
18.0,"[7, 69, 42]",0.0,19.0
18.0,"[9, 58, 20]",0.0,19.0
18.0,"[10, 55, 27]",0.0,19.0
18.0,"[10, 55, 48]",0.0,19.0
18.0,"[34, 12, 17]",0.0,19.0
18.0,"[7, 42]",0.0,19.0
18.0,"[16, 37, 50]",0.0,19.0
18.0,"[29, 32, 6]",0.0,19.0
18.0,"[26, 25, 0]",0.0,19.0
18.0,"[29, 32, 25]",0.0,19.0
18.0,"[42, 7, 42]",0.0,19.0
18.0,"[29, 32, 33]",0.0,19.0
18.0,"[7, 48, 28]",0.0,19.0
18.0,"[53, 43, 70]",0.0,19.0
18.0,"[26, 18, 8]",0.0,19.0
18.0,"[53, 31, 33]",0.0,19.0
18.0,"[53, 31, 34]",0.0,19.0
18.0,"[29, 32, 55]",0.0,19.0
18.0,"[14, 7, 6]",0.0,19.0
18.0,"[53, 56, 12]",0.0,19.0
18.0,"[13, 68, 51]",0.0,19.0
18.0,"[29, 42, 33]",0.0,19.0
18.0,"[70, 16, 32]",0.0,19.0
18.0,"[42, 35, 8]",0.0,19.0
18.0,"[10, 35, 51]",0.0,19.0
18.0,"[16, 32, 1]",0.0,19.0
18.0,"[70, 16, 0]",0.0,19.0
18.0,"[0, 13, 54]",0.0,19.0
18.0,"[70, 14, 3]",0.0,19.0
18.0,"[70, 14, 35]",0.0,19.0
18.0,"[51, 68, 55]",0.0,19.0
18.0,"[33, 8, 3]",0.0,19.0
18.0,"[29, 48, 53]",0.0,19.0
18.0,"[33, 8, 7]",0.0,19.0
18.0,"[26, 3, 69]",0.0,19.0
18.0,"[42, 37, 13]",0.0,19.0
18.0,"[29, 48, 51]",0.0,19.0
18.0,"[51, 69, 59]",0.0,19.0
18.0,"[42, 59, 34]",0.0,19.0
18.0,"[7, 34, 26]",0.0,19.0
18.0,"[29, 25, 26]",0.0,19.0
18.0,"[51, 69, 65]",0.0,19.0
18.0,"[70, 13, 68]",0.0,19.0
18.0,"[43, 0, 51]",0.0,19.0
18.0,"[70, 13, 60]",0.0,19.0
18.0,"[16, 31, 6]",0.0,19.0
18.0,"[70, 16, 4]",0.0,19.0
18.0,"[51, 65, 6]",0.0,19.0
18.0,"[0, 1, 35]",0.0,19.0
18.0,"[0, 1, 25]",0.0,19.0
18.0,"[10, 6, 58]",0.0,19.0
18.0,"[70, 26, 3]",0.0,19.0
18.0,"[33, 70, 36]",0.0,19.0
18.0,"[70, 25, 7]",0.0,19.0
18.0,"[53, 63, 54]",0.0,19.0
18.0,"[10, 34, 35]",0.0,19.0
18.0,"[43, 12, 55]",0.0,19.0
18.0,"[70, 18, 14]",0.0,19.0
18.0,"[20, 0, 32]",0.0,19.0
18.0,"[51, 65, 28]",0.0,19.0
18.0,"[70, 16, 6]",0.0,19.0
18.0,"[26, 33, 17]",0.0,19.0
18.0,"[51, 65, 32]",0.0,19.0
18.0,"[16, 31, 35]",0.0,19.0
18.0,"[53, 63, 17]",0.0,19.0
18.0,"[33, 8, 26]",0.0,19.0
18.0,"[26, 3, 70]",0.0,19.0
18.0,"[42, 33, 7]",0.0,19.0
18.0,"[43, 12, 20]",0.0,19.0
18.0,"[9, 4, 54]",0.0,19.0
18.0,"[16, 31, 49]",0.0,19.0
18.0,"[65, 17, 65]",0.0,19.0
18.0,"[29, 25, 51]",0.0,19.0
18.0,"[16, 4, 55]",0.0,19.0
18.0,"[13, 68, 3]",0.0,19.0
18.0,"[0, 12, 17]",0.0,19.0
18.0,"[16, 32, 7]",0.0,19.0
18.0,"[10, 48, 26]",0.0,19.0
18.0,"[42, 59, 20]",0.0,19.0
18.0,"[70, 43, 42]",0.0,19.0
18.0,"[53, 10, 3]",0.0,19.0
18.0,"[70, 12, 37]",0.0,19.0
18.0,"[53, 11, 29]",0.0,19.0
18.0,"[53, 11, 69]",0.0,19.0
18.0,"[53, 12, 12]",0.0,19.0
18.0,"[53, 12, 49]",0.0,19.0
18.0,"[20, 25, 12]",0.0,19.0
18.0,"[29, 42, 51]",0.0,19.0
18.0,"[20, 20, 37]",0.0,19.0
18.0,"[7, 35, 20]",0.0,19.0
18.0,"[16, 4, 20]",0.0,19.0
18.0,"[25, 55, 55]",0.0,19.0
18.0,"[53, 12, 55]",0.0,19.0
18.0,"[70, 12, 12]",0.0,19.0
18.0,"[42, 4, 53]",0.0,19.0
18.0,"[10, 48, 51]",0.0,19.0
18.0,"[7, 35, 26]",0.0,19.0
18.0,"[70, 12, 43]",0.0,19.0
18.0,"[53, 1, 29]",0.0,19.0
18.0,"[25, 6, 51]",0.0,19.0
18.0,"[29, 26, 27]",0.0,19.0
18.0,"[53, 58, 4]",0.0,19.0
18.0,"[9, 4, 69]",0.0,19.0
18.0,"[20, 25, 60]",0.0,19.0
18.0,"[20, 25, 56]",0.0,19.0
18.0,"[13, 68, 31]",0.0,19.0
18.0,"[0, 12, 54]",0.0,19.0
18.0,"[0, 12, 51]",0.0,19.0
18.0,"[14, 7, 26]",0.0,19.0
18.0,"[16, 4, 35]",0.0,19.0
18.0,"[10, 4, 33]",0.0,19.0
18.0,"[10, 4, 49]",0.0,19.0
18.0,"[14, 8, 1]",0.0,19.0
18.0,"[16, 32, 53]",0.0,19.0
18.0,"[29, 26, 28]",0.0,19.0
18.0,"[25, 55, 48]",0.0,19.0
18.0,"[10, 42, 28]",0.0,19.0
18.0,"[25, 55, 54]",0.0,19.0
18.0,"[10, 59, 25]",0.0,19.0
18.0,"[0, 12, 25]",0.0,19.0
18.0,"[14, 7, 34]",0.0,19.0
18.0,"[20, 25, 13]",0.0,19.0
18.0,"[10, 43]",0.0,19.0
18.0,"[7, 33, 26]",0.0,19.0
18.0,"[0, 37, 42]",0.0,19.0
18.0,"[14, 14, 53]",0.0,19.0
18.0,"[4, 53]",0.0,19.0
18.0,"[0, 33, 13]",0.0,19.0
18.0,"[27, 54, 42]",0.0,19.0
18.0,"[48, 55, 33]",0.0,19.0
18.0,"[48, 55, 48]",0.0,19.0
18.0,"[8, 25, 60]",0.0,19.0
18.0,"[27, 54, 53]",0.0,19.0
18.0,"[25, 0, 51]",0.0,19.0
18.0,"[48, 58, 0]",0.0,19.0
18.0,"[8, 25, 13]",0.0,19.0
18.0,"[25, 0, 26]",0.0,19.0
18.0,"[8, 20, 60]",0.0,19.0
18.0,"[25, 0, 20]",0.0,19.0
18.0,"[27, 55, 54]",0.0,19.0
18.0,"[14, 55, 27]",0.0,19.0
18.0,"[48, 6, 37]",0.0,19.0
18.0,"[48, 6, 51]",0.0,19.0
18.0,"[37, 13]",0.0,19.0
18.0,"[27, 18, 33]",0.0,19.0
18.0,"[14, 33, 51]",0.0,19.0
18.0,"[37, 10, 69]",0.0,19.0
18.0,"[27, 56, 18]",0.0,19.0
18.0,"[0, 58, 32]",0.0,19.0
18.0,"[27, 56, 3]",0.0,19.0
18.0,"[8, 58, 32]",0.0,19.0
18.0,"[8, 20, 4]",0.0,19.0
18.0,"[36, 70, 17]",0.0,19.0
18.0,"[8, 26, 49]",0.0,19.0
18.0,"[4, 49, 54]",0.0,19.0
18.0,"[0, 33, 18]",0.0,19.0
18.0,"[4, 48, 6]",0.0,19.0
18.0,"[14, 35, 59]",0.0,19.0
18.0,"[48, 49, 25]",0.0,19.0
18.0,"[43, 49, 6]",0.0,19.0
18.0,"[14, 35, 50]",0.0,19.0
18.0,"[27, 51, 0]",0.0,19.0
18.0,"[48, 49, 4]",0.0,19.0
18.0,"[25, 12, 48]",0.0,19.0
18.0,"[0, 56, 18]",0.0,19.0
18.0,"[0, 33, 51]",0.0,19.0
18.0,"[8, 55, 55]",0.0,19.0
18.0,"[8, 3, 12]",0.0,19.0
18.0,"[8, 56, 18]",0.0,19.0
18.0,"[37, 34, 69]",0.0,19.0
18.0,"[8, 56, 63]",0.0,19.0
18.0,"[37, 33, 6]",0.0,19.0
18.0,"[43, 48, 35]",0.0,19.0
18.0,"[8, 28, 35]",0.0,19.0
18.0,"[37, 32, 54]",0.0,19.0
18.0,"[48, 51, 70]",0.0,19.0
18.0,"[8, 28, 18]",0.0,19.0
18.0,"[27, 54, 13]",0.0,19.0
18.0,"[37, 29, 20]",0.0,19.0
18.0,"[27, 54, 32]",0.0,19.0
18.0,"[27, 18, 55]",0.0,19.0
18.0,"[14, 34, 3]",0.0,19.0
18.0,"[43, 42, 58]",0.0,19.0
18.0,"[35, 8]",0.0,19.0
18.0,"[0, 32, 56]",0.0,19.0
18.0,"[27, 59, 20]",0.0,19.0
18.0,"[35, 56, 33]",0.0,19.0
18.0,"[14, 31, 6]",0.0,19.0
18.0,"[14, 31, 69]",0.0,19.0
18.0,"[8, 13, 0]",0.0,19.0
18.0,"[35, 56, 25]",0.0,19.0
18.0,"[0, 6, 3]",0.0,19.0
18.0,"[20, 70, 3]",0.0,19.0
18.0,"[14, 31, 48]",0.0,19.0
18.0,"[14, 31, 35]",0.0,19.0
18.0,"[27, 59, 34]",0.0,19.0
18.0,"[8, 12, 25]",0.0,19.0
18.0,"[49, 69, 48]",0.0,19.0
18.0,"[14, 31, 28]",0.0,19.0
18.0,"[14, 31, 27]",0.0,19.0
18.0,"[8, 12, 17]",0.0,19.0
18.0,"[8, 12, 0]",0.0,19.0
18.0,"[8, 11, 34]",0.0,19.0
18.0,"[35, 54, 42]",0.0,19.0
18.0,"[43, 37, 8]",0.0,19.0
18.0,"[8, 10, 8]",0.0,19.0
18.0,"[0, 60, 0]",0.0,19.0
18.0,"[8, 59, 34]",0.0,19.0
18.0,"[8, 10, 3]",0.0,19.0
18.0,"[25, 34, 55]",0.0,19.0
18.0,"[8, 1, 69]",0.0,19.0
18.0,"[0, 3, 57]",0.0,19.0
18.0,"[8, 13, 28]",0.0,19.0
18.0,"[35, 70, 63]",0.0,19.0
18.0,"[35, 58, 10]",0.0,19.0
18.0,"[35, 70, 58]",0.0,19.0
18.0,"[43, 42, 49]",0.0,19.0
18.0,"[49, 20, 70]",0.0,19.0
18.0,"[35, 70, 35]",0.0,19.0
18.0,"[43, 42, 42]",0.0,19.0
18.0,"[8, 58, 4]",0.0,19.0
18.0,"[20, 8, 37]",0.0,19.0
18.0,"[14, 54, 35]",0.0,19.0
18.0,"[35, 63]",0.0,19.0
18.0,"[49, 32, 17]",0.0,19.0
18.0,"[8, 18, 4]",0.0,19.0
18.0,"[4, 55, 17]",0.0,19.0
18.0,"[8, 59, 0]",0.0,19.0
18.0,"[35, 59, 34]",0.0,19.0
18.0,"[0, 59, 20]",0.0,19.0
18.0,"[0, 3, 8]",0.0,19.0
18.0,"[0, 59, 34]",0.0,19.0
18.0,"[35, 59, 20]",0.0,19.0
18.0,"[49, 51]",0.0,19.0
18.0,"[43, 4, 34]",0.0,19.0
18.0,"[49, 54, 20]",0.0,19.0
18.0,"[8, 14, 51]",0.0,19.0
18.0,"[49, 55, 27]",0.0,19.0
18.0,"[35, 58, 32]",0.0,19.0
18.0,"[49, 6, 4]",0.0,19.0
18.0,"[27, 49, 20]",0.0,19.0
18.0,"[27, 20, 4]",0.0,19.0
18.0,"[27, 48, 8]",0.0,19.0
18.0,"[4, 20, 49]",0.0,19.0
18.0,"[0, 42, 27]",0.0,19.0
18.0,"[4, 20, 25]",0.0,19.0
18.0,"[4, 20, 17]",0.0,19.0
18.0,"[48, 12, 69]",0.0,19.0
18.0,"[4, 20, 0]",0.0,19.0
18.0,"[25, 29, 32]",0.0,19.0
18.0,"[4, 17, 55]",0.0,19.0
18.0,"[43, 58, 35]",0.0,19.0
18.0,"[0, 43]",0.0,19.0
18.0,"[4, 10, 55]",0.0,19.0
18.0,"[25, 29, 42]",0.0,19.0
18.0,"[27, 25, 60]",0.0,19.0
18.0,"[27, 34, 51]",0.0,19.0
18.0,"[8, 35, 32]",0.0,19.0
18.0,"[8, 34, 8]",0.0,19.0
18.0,"[27, 35, 10]",0.0,19.0
18.0,"[4, 0, 0]",0.0,19.0
18.0,"[25, 29, 58]",0.0,19.0
18.0,"[4, 34, 6]",0.0,19.0
18.0,"[0, 34, 8]",0.0,19.0
18.0,"[48, 17, 58]",0.0,19.0
18.0,"[0, 48, 50]",0.0,19.0
18.0,"[25, 3, 0]",0.0,19.0
18.0,"[0, 48, 53]",0.0,19.0
18.0,"[25, 3, 48]",0.0,19.0
18.0,"[43, 6, 32]",0.0,19.0
18.0,"[4, 20, 54]",0.0,19.0
18.0,"[8, 34, 18]",0.0,19.0
18.0,"[48, 0, 20]",0.0,19.0
18.0,"[14, 50, 25]",0.0,19.0
18.0,"[8, 42, 58]",0.0,19.0
18.0,"[14, 50, 27]",0.0,19.0
18.0,"[27, 3, 53]",0.0,19.0
18.0,"[4, 33, 6]",0.0,19.0
18.0,"[43, 68, 34]",0.0,19.0
18.0,"[27, 3, 57]",0.0,19.0
18.0,"[8, 48, 18]",0.0,19.0
18.0,"[14, 49, 28]",0.0,19.0
18.0,"[14, 49, 20]",0.0,19.0
18.0,"[43, 68, 27]",0.0,19.0
18.0,"[0, 4, 53]",0.0,19.0
18.0,"[43, 68, 20]",0.0,19.0
18.0,"[8, 4, 42]",0.0,19.0
18.0,"[27, 26, 49]",0.0,19.0
18.0,"[14, 48, 53]",0.0,19.0
18.0,"[8, 48, 8]",0.0,19.0
18.0,"[14, 48, 51]",0.0,19.0
18.0,"[43, 8, 18]",0.0,19.0
18.0,"[4, 25, 6]",0.0,19.0
18.0,"[25, 26, 49]",0.0,19.0
18.0,"[25, 26, 33]",0.0,19.0
18.0,"[4, 25, 27]",0.0,19.0
18.0,"[27, 32, 56]",0.0,19.0
18.0,"[0, 42, 13]",0.0,19.0
18.0,"[27, 35, 18]",0.0,19.0
18.0,"[0, 34, 51]",0.0,19.0
18.0,"[27, 48, 60]",0.0,19.0
18.0,"[37, 56, 0]",0.0,19.0
18.0,"[27, 25, 13]",0.0,19.0
18.0,"[4, 4, 17]",0.0,19.0
18.0,"[25, 18, 34]",0.0,19.0
18.0,"[0, 54, 13]",0.0,19.0
18.0,"[27, 42, 6]",0.0,19.0
18.0,"[43, 53, 14]",0.0,19.0
18.0,"[8, 3, 57]",0.0,19.0
18.0,"[37, 54, 20]",0.0,19.0
18.0,"[48, 33, 49]",0.0,19.0
18.0,"[14, 37, 42]",0.0,19.0
18.0,"[48, 33, 55]",0.0,19.0
18.0,"[48, 33, 6]",0.0,19.0
18.0,"[27, 48, 18]",0.0,19.0
18.0,"[48, 35, 0]",0.0,19.0
18.0,"[8, 54, 53]",0.0,19.0
18.0,"[43, 51, 43]",0.0,19.0
18.0,"[0, 54, 32]",0.0,19.0
18.0,"[8, 3, 53]",0.0,19.0
18.0,"[48, 35, 54]",0.0,19.0
18.0,"[48, 35, 55]",0.0,19.0
18.0,"[25, 17, 7]",0.0,19.0
18.0,"[0, 54, 53]",0.0,19.0
18.0,"[27, 20, 60]",0.0,19.0
18.0,"[43, 50, 55]",0.0,19.0
18.0,"[43, 50, 0]",0.0,19.0
18.0,"[37, 55, 20]",0.0,19.0
18.0,"[8, 54, 50]",0.0,19.0
18.0,"[37, 70, 51]",0.0,19.0
18.0,"[0, 53, 54]",0.0,19.0
18.0,"[8, 53, 17]",0.0,19.0
18.0,"[14, 51, 68]",0.0,19.0
18.0,"[37, 69, 8]",0.0,19.0
18.0,"[8, 33, 8]",0.0,19.0
18.0,"[27, 35, 60]",0.0,19.0
18.0,"[25, 3, 6]",0.0,19.0
18.0,"[27, 37, 50]",0.0,19.0
18.0,"[8, 33, 18]",0.0,19.0
18.0,"[48, 27, 49]",0.0,19.0
18.0,"[27, 4, 42]",0.0,19.0
18.0,"[37, 69, 13]",0.0,19.0
18.0,"[8, 32, 55]",0.0,19.0
18.0,"[8, 32, 4]",0.0,19.0
18.0,"[48, 29, 32]",0.0,19.0
18.0,"[8, 32, 34]",0.0,19.0
18.0,"[8, 54, 13]",0.0,19.0
18.0,"[27, 42, 27]",0.0,19.0
18.0,"[27, 42, 42]",0.0,19.0
18.0,"[37, 58, 69]",0.0,19.0
18.0,"[43, 55, 0]",0.0,19.0
18.0,"[48, 29, 51]",0.0,19.0
18.0,"[37, 58, 17]",0.0,19.0
18.0,"[0, 53, 17]",0.0,19.0
18.0,"[37, 56, 29]",0.0,19.0
18.0,"[37, 56, 25]",0.0,19.0
18.0,"[14, 3, 32]",0.0,19.0
18.0,"[8, 1, 17]",0.0,19.0
18.0,"[14, 63, 17]",0.0,19.0
18.0,"[70, 58, 13]",0.0,19.0
18.0,"[51, 25, 7]",0.0,19.0
18.0,"[26, 6, 28]",0.0,19.0
18.0,"[28, 3, 49]",0.0,19.0
18.0,"[51, 26, 3]",0.0,19.0
18.0,"[28, 3, 54]",0.0,19.0
18.0,"[35, 12, 42]",0.0,19.0
18.0,"[35, 10, 17]",0.0,19.0
18.0,"[16, 1]",0.0,19.0
18.0,"[28, 3, 55]",0.0,19.0
18.0,"[9, 17, 63]",0.0,19.0
18.0,"[20, 48, 58]",0.0,19.0
18.0,"[14, 6, 32]",0.0,19.0
18.0,"[0, 26, 28]",0.0,19.0
18.0,"[43, 37, 20]",0.0,19.0
18.0,"[16, 20, 35]",0.0,19.0
18.0,"[35, 0, 37]",0.0,19.0
18.0,"[26, 56, 17]",0.0,19.0
18.0,"[0, 25, 8]",0.0,19.0
18.0,"[42, 10, 43]",0.0,19.0
18.0,"[20, 48, 53]",0.0,19.0
18.0,"[35, 0, 33]",0.0,19.0
18.0,"[51, 3, 12]",0.0,19.0
18.0,"[9, 20, 25]",0.0,19.0
18.0,"[70, 55, 49]",0.0,19.0
18.0,"[14, 6, 50]",0.0,19.0
18.0,"[14, 6, 51]",0.0,19.0
18.0,"[16, 18, 50]",0.0,19.0
18.0,"[70, 59, 20]",0.0,19.0
18.0,"[20, 49, 32]",0.0,19.0
